"(0.00010518974398891849, -0.7856972067681627, 0.00012444347043096888, -2.3558192469350017, 0.0006283022727760761, 1.5696249180634816, 0.7856868626474525)"
"(-0.004569348669664439, -0.7741720450667415, -0.005955561088375464, -2.3558707800233556, 0.0005450366904692497, 1.5808582018767725, 0.7856789120406739)"
"(-0.006244272859668599, -0.767828234927091, -0.009347889992853891, -2.355862771062126, 0.000542472864192402, 1.5894456357530176, 0.7856501775347686)"
"(-0.007983175279938694, -0.7600664301433254, -0.013109448455165854, -2.3558808109536025, 0.0005341267970849563, 1.6009586470582977, 0.7853247957095645)"
"(-0.009545955727842672, -0.7508851351193974, -0.01702428347789566, -2.3558612876038096, 0.0005057550397840935, 1.6130204015789593, 0.782956741456708)"
"(-0.01071925072442845, -0.7407808843572277, -0.02123347048315978, -2.355823037238839, 0.00037841323260637575, 1.625861040087876, 0.7784497718042657)"
"(-0.011683815540550094, -0.7291453248816692, -0.025520799899543683, -2.3558382833253777, -0.00028419169489524523, 1.6405085192010278, 0.7710219369878535)"
"(-0.012995577596082742, -0.7162782735486287, -0.029685055117210087, -2.3556853374970084, -0.0025445070393817298, 1.6554418768451167, 0.7610195390753429)"
"(-0.014700911840097313, -0.7027013248526441, -0.034334987907456364, -2.3555516475831957, -0.005993124672163123, 1.6726431248304787, 0.752750918655199)"
"(-0.017015186501476768, -0.6881134354632146, -0.039841696790675854, -2.3551600753457023, -0.010121320898372225, 1.693210876646765, 0.7481835969431779)"
"(-0.019872044625768977, -0.6722326863347732, -0.04605790927795181, -2.3538210381624873, -0.01457066209999477, 1.71620036286905, 0.7466843195865923)"
"(-0.02324511980021503, -0.6559644143295666, -0.05265544051784626, -2.3516050055037327, -0.01866698694946487, 1.7414388970105488, 0.7463822192779125)"
"(-0.02699469388546513, -0.6385294736158019, -0.05955664915371142, -2.348688807569427, -0.02327703259783002, 1.7679141925036992, 0.7448332713141922)"
"(-0.030689268301363305, -0.6200462898847837, -0.0673418679928763, -2.3444978550226714, -0.028154000004425975, 1.7934202043614447, 0.7421444206617331)"
"(-0.03389060935759942, -0.6006021935879423, -0.0753295186068277, -2.339354125197039, -0.03382750920108057, 1.8169995819854574, 0.7372479065944395)"
"(-0.03706472509712959, -0.5800468778527196, -0.0829601367349464, -2.3329341511128203, -0.04138247193692219, 1.8372655798343618, 0.7281234426472156)"
"(-0.04079806939781426, -0.5582634264555058, -0.0907142949163795, -2.324617402861344, -0.04942870660158406, 1.8544337374713413, 0.7169789708167292)"
"(-0.04451680870776482, -0.5350708117413044, -0.09916403062264793, -2.3142907425780868, -0.05615579810540059, 1.8692844168124565, 0.7058509096426177)"
"(-0.04762288525990303, -0.510599552613444, -0.10805320291626619, -2.3021969864147707, -0.061117798085577296, 1.884221652575876, 0.6959262863073802)"
"(-0.05117395166450763, -0.48507632485353025, -0.11704725986561015, -2.28797980886264, -0.06367170213855584, 1.896540336636722, 0.6865357145818158)"
"(-0.054646655253240306, -0.45832304590489115, -0.12640194442008798, -2.2716580952066145, -0.06386331585500131, 1.9065025591492388, 0.6770533028801516)"
