Position
"(-0.0005924852961968434, -0.7885357994782296, 0.00015000982488313559, -2.3594935661779735, -0.0004317699812042216, 1.5694498375522463, 0.7850347887966551)"
"(-0.006518552436121023, -0.7884657740943084, -0.008373362508393833, -2.3598738385212554, -0.004666302664826619, 1.569460729131547, 0.7832084835489725)"
"(-0.010355074019721024, -0.788245035895961, -0.01781301591419042, -2.36067443527126, -0.004689925337518336, 1.5694493529817646, 0.7791557313128218)"
"(-0.013028891874394702, -0.7879434976500876, -0.028645642730791215, -2.3614277872011336, -0.005582513850020345, 1.569441343577926, 0.767886084497202)"
"(-0.014087683003113142, -0.7877427258856725, -0.034485278081776156, -2.361609859827612, -0.007400723600815049, 1.5694329116425205, 0.7591546594408468)"
"(-0.015073411206195849, -0.7874905794293036, -0.04092485293250755, -2.3616948903087143, -0.010351917323391913, 1.569436453062811, 0.7500427251039503)"
"(-0.016028013222821415, -0.7872907225284601, -0.047677902877980155, -2.361790920492621, -0.014264965753706067, 1.5694242930284743, 0.7414806623503889)"
"(-0.016878470970710355, -0.7870943796628123, -0.05450998317998009, -2.3619422574172284, -0.01893099157666535, 1.5694180931429704, 0.733731424869589)"
"(-0.017724865561045227, -0.7868726504506893, -0.06152026234601523, -2.3621758954709278, -0.024509225834793442, 1.5694033705324806, 0.7268185812013384)"
"(-0.018335791898951088, -0.7866745032192111, -0.06938721086494679, -2.3625660507802704, -0.03174967340848086, 1.5692749481084571, 0.7206708013142054)"
"(-0.01857464491927092, -0.7866276549642373, -0.07713030527946149, -2.363197793511518, -0.04044355665683852, 1.5690552049000592, 0.7151858496866202)"
"(-0.018760908033138752, -0.7866660541000684, -0.08456107390928544, -2.3640407554219482, -0.049434036037674045, 1.5689378016419493, 0.7101540719967295)"
"(-0.01902891161562473, -0.7866958760378576, -0.09234842641592075, -2.3648831516778643, -0.057239285717605344, 1.5689157786202674, 0.7048465601442029)"
"(-0.019053696417318956, -0.7866949903974464, -0.10034325397198825, -2.365589726953897, -0.06376125183470842, 1.5689011335242062, 0.6995981959391188)"
"(-0.01927122906822185, -0.7867443259974459, -0.1140428091740535, -2.366305640310121, -0.06942835673088482, 1.5688962047414867, 0.6960787828896006)"
"(-0.02304648040768099, -0.7865768144231228, -0.12186237939801355, -2.369338511278151, -0.07302237926133336, 1.5689131718476612, 0.6930747073249336)"
"(-0.02553881210520058, -0.7860577252943581, -0.1277093420494496, -2.3711474418240073, -0.07981789500228396, 1.568933987379073, 0.683946700150704)"
"(-0.027479338751610932, -0.785525271431623, -0.1353258912648844, -2.3729491500146267, -0.09122171771594616, 1.5689700562857973, 0.6721592397135167)"
"(-0.029242131468095726, -0.7851022751047302, -0.14511409848212714, -2.374829071606409, -0.10437347588224209, 1.5690934663397391, 0.660841899658634)"
"(-0.030067182219092475, -0.784908455159257, -0.15072852214753155, -2.3757341626996373, -0.11121575062438947, 1.5692228842803957, 0.6548036705203346)"
"(-0.030567016107337624, -0.7847080562951148, -0.15668035314173942, -2.376721118193789, -0.1178517088199807, 1.569530902859853, 0.649213897942818)"
"(-0.03085328505593248, -0.7845939391784558, -0.16302823689893797, -2.3778326053054277, -0.1237640749642333, 1.5696598858693545, 0.6436718031867882)"
"(-0.03100300130686298, -0.7844714903743748, -0.1703249490453718, -2.3789601214793974, -0.12905122576356376, 1.5696737320109742, 0.6384307260176901)"
"(-0.031021087699577374, -0.7842910302517173, -0.178379153231806, -2.380028531728146, -0.13318467999474898, 1.5698297332191742, 0.6332508734816693)"
"(-0.031066142113558147, -0.7840087335597529, -0.19434316464817328, -2.3818340032867074, -0.13959664271569883, 1.5701642396516031, 0.6239603102887894)"
"(-0.031018593238590075, -0.7839350986205789, -0.20277804677385328, -2.3825831189017204, -0.14316140756394408, 1.5701940624182942, 0.6192494211572518)"
"(-0.03101837219358398, -0.7838562834657837, -0.21057875287215935, -2.3831045394279613, -0.14683486518350927, 1.5702913512350907, 0.6137868893296186)"
"(-0.031008506000449458, -0.7837625486194647, -0.22454392950934357, -2.383698103527432, -0.15591124639521425, 1.5706937118125601, 0.6023472089128962)"
"(-0.03101741742146632, -0.783781960593362, -0.23654355694769427, -2.3837271705141614, -0.16466593763994056, 1.5706817896135732, 0.59185535854582)"
"(-0.030872958510174672, -0.7837301055559245, -0.2448962986717823, -2.3838459545777626, -0.1664621103665171, 1.5705699199351426, 0.586628724709001)"
"(-0.03125872177813807, -0.7822399064346689, -0.24769137346301506, -2.3864895934154196, -0.17986676836028498, 1.5706840295559463, 0.5865461653026907)"
"(-0.031262273558345384, -0.779618036999296, -0.25159168807833004, -2.3901343363364553, -0.19836324044073098, 1.5720507455906556, 0.5862317769734828)"
"(-0.031235293478215603, -0.7762527126429581, -0.25721589328244904, -2.3941045358088244, -0.21398404956311864, 1.5757116411656353, 0.5850774601685337)"
"(-0.031263956713941915, -0.7728625086850772, -0.2656448296788279, -2.39729871236185, -0.22380867888942454, 1.5811988838474391, 0.5804825822527174)"
