time,force_x,force_y,force_z,torque_x,torque_y,torque_z
1702045656.3164692,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.350425,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.3842812,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.4184287,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.4523237,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.4864264,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.520636,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.5544455,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.5960755,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.6440885,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.692064,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.6920755,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.736091,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.7582655,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.8000133,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.8440254,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.8880925,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.9320393,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.932048,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.980153,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045656.996331,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.0400417,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.088025,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.1320486,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.1761255,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.1761367,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.2200956,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.2344332,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.2761004,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.3240113,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.3640363,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.4080694,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.4080794,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.4520562,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.4724572,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.520043,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.564081,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.6121116,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.6121275,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.6560578,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.6763513,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.7200773,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.7680564,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.8120356,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.8600614,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.8600717,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.9040928,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.9145908,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045657.9560983,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045658.0000176,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045658.0440984,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045658.092121,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045658.092131,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045658.1360598,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045658.1522028,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045658.200015,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045658.2439945,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045658.2881489,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045658.3320918,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045658.3321025,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045658.376072,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045658.3904936,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
1702045658.4360077,0.707099974155426,-0.707099974155426,0.0,0.0,0.707099974155426,0.707099974155426
